Visitor,Plant,Family,Date,Elevation,Site,Data,Plant2,ElevationCorrect,MinEle,MaxEle,EleZone
Lasioglossum ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Lasioglossum ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus sp.,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus sp.,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Apis ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Lasioglossum sp.,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Lasioglossum ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Lasioglossum ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Lasioglossum ,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus bohemicus,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus bohemicus,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus bohemicus,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus bohemicus,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus quadricolor,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus pascuorum,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus quadricolor,scabiosa columbaria,Hymenoptera,16/08/2005,1363,P131x,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus pascuorum,scabiosa columbaria,,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus pascuorum,scabiosa columbaria,,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus soroeensis,scabiosa columbaria,,21/08/2006,1363,P291,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus soroeensis,scabiosa columbaria,,21/08/2006,1363,P291,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Eristalis sp,scabiosa columbaria,,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Eristalis ,scabiosa columbaria,,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Eristalis tenax,scabiosa columbaria,,21/08/2006,1363,P291,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Issoria lathonia,scabiosa columbaria,Lepidoptera,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
 ,scabiosa columbaria,,21/08/2006,1363,P287,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
 ,scabiosa columbaria,,21/08/2006,1363,P291,Biesmeijer,Scabiosa columbaria,1363,1363,1363,1200-1400
Bombus terrestris complex,Carduus medius,Hym.,10/08/1889,1400,Saugue,MacLeod,Carduus defloratus,1400,1400,1400,1400-1600
Aporia crataegi,Carduus medius,Lep.,10/08/1889,1400,Gedre,MacLeod,Carduus defloratus,1400,1400,1400,1400-1600
Platycheirus occultus,Aconitum ,Diptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus sp.,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus sp.,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus mesomelas,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus hortorum,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus hortorum,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus hortorum,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Bombus hortorum,Aconitum ,Hymenoptera,25/08/2005,1406,P203,Biesmeijer,Aconitum sp.,1406,1406,1406,1400-1600
Lycaena virgaureae,Mentha ,Lepidoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Polyommatus coridon,Mentha ,Lepidoptera,24/08/2005,1406,P204x,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
 ,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
 ,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Eristalis similis,Mentha ,Diptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Chrysotoxum festivum,Mentha ,Diptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Hylaeus ,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Hylaeus ,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Hylaeus ,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus bohemicus,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Apis ,Mentha ,Hymenoptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Eristalis sp.,Mentha ,Diptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Eristalis tenax,Mentha ,Diptera,24/08/2005,1406,P202,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Lasioglossum ,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Lasioglossum ,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Cheilosia ,Mentha ,Diptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus quadricolor,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus lapidarius,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus sp.,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Eristalis sp.,Mentha ,Diptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Eristalis tenax,Mentha ,Diptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus hortorum,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus bohemicus,Mentha ,Hymenoptera,24/08/2005,1406,P204,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Sericomyia sp.,Mentha ,Diptera,24/08/2005,1406,P204x,Biesmeijer,Mentha longifolia,1406,1406,1406,1400-1600
Bombus pascuorum,Cirsium vulgare,,28/08/2006,1455,P405,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P405,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus pascuorum,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus ,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus terrestris complex,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus ,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus pascuorum,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus rupestris,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Eristalis ,Cirsium vulgare,,28/08/2006,1455,P405,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,Lepidoptera,28/08/2006,1455,P405,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,Lepidoptera,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,Lepidoptera,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
megachile ,Cirsium vulgare,,28/08/2006,1455,P413,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Megachile? ,Cirsium vulgare,,28/08/2006,1455,P406,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Megachile? super,Cirsium vulgare,,28/08/2006,1455,P412,Biesmeijer,Cirsium vulgare,1455,1455,1455,1400-1600
Bombus humilis,Origanum vulgare,,28/08/2006,1455,P408,Biesmeijer,Origanum vulgare,1455,1455,1455,1400-1600
Eristalis ,Origanum vulgare,,28/08/2006,1455,P408,Biesmeijer,Origanum vulgare,1455,1455,1455,1400-1600
Lasioglossum ,Origanum vulgare,,28/08/2006,1455,P408,Biesmeijer,Origanum vulgare,1455,1455,1455,1400-1600
Bombus ,Satureja montana,,28/08/2006,1455,P409,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P409,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P409,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus ,Satureja montana,,28/08/2006,1455,P410,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P410,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P410,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P410,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus ,Satureja montana,,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Bombus pascuorum,Satureja montana,,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Cheilosia ,Satureja montana,,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Lasioglossum ,Satureja montana,,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Polyommatus coridon,Satureja montana,Lepidoptera,28/08/2006,1455,P409,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Polyommatus coridon,Satureja montana,Lepidoptera,28/08/2006,1455,P411,Biesmeijer,Satureja montana,1455,1455,1455,1400-1600
Apis ,Centaurea scabiosa,,21/08/2006,1460,P294,Biesmeijer,Centaurea scabiosa,1460,1460,1460,1400-1600
Apis ,Centaurea scabiosa,,21/08/2006,1460,P299,Biesmeijer,Centaurea scabiosa,1460,1460,1460,1400-1600
Bombus mesomelas,Centaurea scabiosa,,21/08/2006,1460,P294,Biesmeijer,Centaurea scabiosa,1460,1460,1460,1400-1600
Bombus sichelii,Centaurea scabiosa,,21/08/2006,1460,P299,Biesmeijer,Centaurea scabiosa,1460,1460,1460,1400-1600
Bombus sp,Centaurea scabiosa,,21/08/2006,1460,P299,Biesmeijer,Centaurea scabiosa,1460,1460,1460,1400-1600
Apis ,scabiosa columbaria,,21/08/2006,1460,P293,Biesmeijer,Scabiosa columbaria,1460,1460,1460,1400-1600
Cheilosia sp,scabiosa columbaria,,21/08/2006,1460,P293,Biesmeijer,Scabiosa columbaria,1460,1460,1460,1400-1600
Helophilus ,scabiosa columbaria,,21/08/2006,1460,P293,Biesmeijer,Scabiosa columbaria,1460,1460,1460,1400-1600
Syrphid ,Merendera bulbocodium,,28/08/2006,1471,P397,Biesmeijer,Merendera bulbocodium,1471,1471,1471,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1471,P398,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus terrestris complex,Satureja montana,,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus terrestris complex,Satureja montana,,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus soroeensis,Satureja montana,,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus humilis,Satureja montana,,28/08/2006,1471,P402,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Bombus lapidarius,Satureja montana,,28/08/2006,1471,P402,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Hipparchia alcyone,Satureja montana,Lepidoptera,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Iphiclides podalirius,Satureja montana,Lepidoptera,28/08/2006,1471,P398,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Syrphid ,Satureja montana,,28/08/2006,1471,P398,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
Syrphid ,Satureja montana,,28/08/2006,1471,P399,Biesmeijer,Satureja montana,1471,1471,1471,1400-1600
 ,scabiosa columbaria,,28/08/2006,1471,P403,Biesmeijer,Scabiosa columbaria,1471,1471,1471,1400-1600
 ,scabiosa columbaria,,28/08/2006,1471,P403,Biesmeijer,Scabiosa columbaria,1471,1471,1471,1400-1600
lasioglossum ,Origanum vulgare,,20/08/2006,1474,P270,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,,20/08/2006,1474,P270,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,,20/08/2006,1474,P271,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,,20/08/2006,1474,P271,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
Polyommatus coridon,Origanum vulgare,Lepidoptera,20/08/2006,1474,P271,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
Polyommatus coridon,Origanum vulgare,Lepidoptera,20/08/2006,1474,P270,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
 ,Origanum vulgare,,20/08/2006,1474,P270,Biesmeijer,Origanum vulgare,1474,1474,1474,1400-1600
Hesperia comma,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Melanargia lachesis,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P045,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Melanargia lachesis,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Polyommatus coridon,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Polyommatus coridon,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Pyrgus alveus,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Zygaena sp.,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P045,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Zygaena sp.,Centaurea scabiosa,Lepidoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Lasioglossum ,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P045,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Lasioglossum ,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P045,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P045,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Halictus ,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus sp.,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,12/08/2005,1485,P054,Biesmeijer,Centaurea scabiosa,1485,1485,1485,1400-1600
Hesperia comma,Centaurea scabiosa,Lepidoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P090,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P090,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P090,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P090,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Lasioglossum ,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Sphaerophorium scripta,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Sphaerophorium sp.,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Chrysotoxum festivum,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus pascuorum,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Chrysotoxum festivum,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Syritta pipiens,Centaurea scabiosa,Diptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus soroeensis,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P095,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Lasioglossum ,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,Diptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,Diptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus pyrenaeus,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P101,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,Diptera,14/08/2005,1491,P102,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P102,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P102,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
Bombus lapidarius,Centaurea scabiosa,Hymenoptera,14/08/2005,1491,P102,Biesmeijer,Centaurea scabiosa,1491,1491,1491,1400-1600
